Dat2SB	ParticipantBarcode	Study	SampleTypeLetterCode	K2	K3	K4	K5	K6	K7	K8	K9	K10	K11	K12
TCGA-EJ-5526-01A	TCGA-EJ-5526	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-5527-01A	TCGA-EJ-5527	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-5530-01A	TCGA-EJ-5530	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-5531-01A	TCGA-EJ-5531	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-5532-01A	TCGA-EJ-5532	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-5542-01A	TCGA-EJ-5542	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-7115-01A	TCGA-EJ-7115	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-7123-01A	TCGA-EJ-7123	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-7125-01A	TCGA-EJ-7125	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-7218-01B	TCGA-EJ-7218	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-7312-01B	TCGA-EJ-7312	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-7314-01A	TCGA-EJ-7314	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-7315-01A	TCGA-EJ-7315	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-7317-01A	TCGA-EJ-7317	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-7318-01B	TCGA-EJ-7318	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-7321-01A	TCGA-EJ-7321	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-7325-01B	TCGA-EJ-7325	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-7327-01A	TCGA-EJ-7327	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-7328-01A	TCGA-EJ-7328	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-7330-01A	TCGA-EJ-7330	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-7331-01A	TCGA-EJ-7331	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-7781-01A	TCGA-EJ-7781	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-7782-01A	TCGA-EJ-7782	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-7783-01A	TCGA-EJ-7783	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-7784-01A	TCGA-EJ-7784	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-7785-01A	TCGA-EJ-7785	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-7786-01A	TCGA-EJ-7786	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-7788-01A	TCGA-EJ-7788	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-7789-01A	TCGA-EJ-7789	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-7791-01A	TCGA-EJ-7791	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-7792-01A	TCGA-EJ-7792	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-7793-01A	TCGA-EJ-7793	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-7794-01A	TCGA-EJ-7794	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-7797-01A	TCGA-EJ-7797	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-8468-01A	TCGA-EJ-8468	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-8469-01A	TCGA-EJ-8469	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-8470-01A	TCGA-EJ-8470	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-8472-01A	TCGA-EJ-8472	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-8474-01A	TCGA-EJ-8474	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-A46B-01A	TCGA-EJ-A46B	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-A46D-01A	TCGA-EJ-A46D	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-A46E-01A	TCGA-EJ-A46E	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-A46F-01A	TCGA-EJ-A46F	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-A46G-01A	TCGA-EJ-A46G	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-A46H-01A	TCGA-EJ-A46H	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-A46I-01A	TCGA-EJ-A46I	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-A65E-01A	TCGA-EJ-A65E	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-A65F-01A	TCGA-EJ-A65F	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-A65G-01A	TCGA-EJ-A65G	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-A65J-01A	TCGA-EJ-A65J	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-A65M-01A	TCGA-EJ-A65M	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-A6RA-01A	TCGA-EJ-A6RA	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-A6RC-01A	TCGA-EJ-A6RC	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-A7NF-01A	TCGA-EJ-A7NF	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-A7NG-01A	TCGA-EJ-A7NG	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-A7NH-01A	TCGA-EJ-A7NH	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-A7NJ-01A	TCGA-EJ-A7NJ	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-A7NK-01A	TCGA-EJ-A7NK	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-A7NM-01A	TCGA-EJ-A7NM	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-A7NN-01A	TCGA-EJ-A7NN	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-A8FN-01A	TCGA-EJ-A8FN	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-A8FO-01A	TCGA-EJ-A8FO	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-A8FP-01A	TCGA-EJ-A8FP	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-A8FS-01A	TCGA-EJ-A8FS	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-A8FU-01A	TCGA-EJ-A8FU	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-AB20-01A	TCGA-EJ-AB20	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-EJ-AB27-01A	TCGA-EJ-AB27	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-FC-7708-01A	TCGA-FC-7708	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-FC-7961-01A	TCGA-FC-7961	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-FC-A4JI-01A	TCGA-FC-A4JI	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-FC-A5OB-01A	TCGA-FC-A5OB	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-FC-A8O0-01A	TCGA-FC-A8O0	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-G9-6329-01A	TCGA-G9-6329	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-G9-6332-01A	TCGA-G9-6332	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-G9-6333-01A	TCGA-G9-6333	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-G9-6336-01A	TCGA-G9-6336	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-G9-6338-01A	TCGA-G9-6338	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-G9-6339-01A	TCGA-G9-6339	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-G9-6342-01A	TCGA-G9-6342	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-G9-6343-01A	TCGA-G9-6343	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-G9-6348-01A	TCGA-G9-6348	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-G9-6351-01A	TCGA-G9-6351	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-G9-6353-01A	TCGA-G9-6353	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-G9-6354-01A	TCGA-G9-6354	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-G9-6356-01A	TCGA-G9-6356	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-G9-6361-01A	TCGA-G9-6361	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-G9-6362-01A	TCGA-G9-6362	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-G9-6363-01A	TCGA-G9-6363	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-G9-6364-01A	TCGA-G9-6364	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-G9-6365-01A	TCGA-G9-6365	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-G9-6366-01A	TCGA-G9-6366	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-G9-6367-01A	TCGA-G9-6367	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-G9-6369-01A	TCGA-G9-6369	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-G9-6370-01A	TCGA-G9-6370	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-G9-6371-01A	TCGA-G9-6371	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-G9-6373-01A	TCGA-G9-6373	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-G9-6377-01A	TCGA-G9-6377	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-G9-6378-01A	TCGA-G9-6378	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-G9-6384-01A	TCGA-G9-6384	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-G9-6385-01A	TCGA-G9-6385	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-G9-6494-01A	TCGA-G9-6494	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-G9-6496-01A	TCGA-G9-6496	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-G9-6498-01A	TCGA-G9-6498	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-G9-6499-01A	TCGA-G9-6499	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-G9-7509-01A	TCGA-G9-7509	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-G9-7510-01A	TCGA-G9-7510	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-G9-7519-01A	TCGA-G9-7519	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-G9-7521-01A	TCGA-G9-7521	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-G9-7522-01A	TCGA-G9-7522	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-G9-7523-01A	TCGA-G9-7523	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-G9-7525-01A	TCGA-G9-7525	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-G9-A9S0-01A	TCGA-G9-A9S0	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-G9-A9S4-01A	TCGA-G9-A9S4	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-G9-A9S7-01A	TCGA-G9-A9S7	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-H9-7775-01A	TCGA-H9-7775	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-H9-A6BX-01A	TCGA-H9-A6BX	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-7075-01A	TCGA-HC-7075	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-7077-01A	TCGA-HC-7077	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-7078-01A	TCGA-HC-7078	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-7079-01A	TCGA-HC-7079	PRAD	TP	1	1	3	4	5	5	2	8	8	7	7
TCGA-HC-7080-01A	TCGA-HC-7080	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-7081-01A	TCGA-HC-7081	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-7209-01A	TCGA-HC-7209	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-7210-01A	TCGA-HC-7210	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-7211-01A	TCGA-HC-7211	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-7212-01A	TCGA-HC-7212	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-7213-01A	TCGA-HC-7213	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-7230-01A	TCGA-HC-7230	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-7231-01A	TCGA-HC-7231	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-7232-01A	TCGA-HC-7232	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-7233-01A	TCGA-HC-7233	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-7736-01A	TCGA-HC-7736	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-7737-01A	TCGA-HC-7737	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-7738-01A	TCGA-HC-7738	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-7740-01A	TCGA-HC-7740	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-7742-01A	TCGA-HC-7742	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-7744-01A	TCGA-HC-7744	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-7745-01A	TCGA-HC-7745	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-7747-01A	TCGA-HC-7747	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-7748-01A	TCGA-HC-7748	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-7749-01A	TCGA-HC-7749	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-7750-01A	TCGA-HC-7750	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-7752-01A	TCGA-HC-7752	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-7817-01B	TCGA-HC-7817	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-7818-01A	TCGA-HC-7818	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-7819-01A	TCGA-HC-7819	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-7820-01A	TCGA-HC-7820	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-7821-01A	TCGA-HC-7821	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-8213-01A	TCGA-HC-8213	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-8216-01A	TCGA-HC-8216	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-8256-01A	TCGA-HC-8256	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-8257-01A	TCGA-HC-8257	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-8258-01A	TCGA-HC-8258	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-8259-01A	TCGA-HC-8259	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-8260-01A	TCGA-HC-8260	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-8261-01A	TCGA-HC-8261	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-8262-01A	TCGA-HC-8262	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-8264-01B	TCGA-HC-8264	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-8265-01A	TCGA-HC-8265	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-8266-01A	TCGA-HC-8266	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-A48F-01A	TCGA-HC-A48F	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-A4ZV-01A	TCGA-HC-A4ZV	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-A631-01A	TCGA-HC-A631	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-A632-01A	TCGA-HC-A632	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-A76W-01A	TCGA-HC-A76W	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-A76X-01A	TCGA-HC-A76X	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-A8CY-01A	TCGA-HC-A8CY	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-A8D0-01A	TCGA-HC-A8D0	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-A8D1-01A	TCGA-HC-A8D1	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-A9TE-01A	TCGA-HC-A9TE	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HC-A9TH-01A	TCGA-HC-A9TH	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HI-7168-01A	TCGA-HI-7168	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HI-7169-01A	TCGA-HI-7169	PRAD	TP	2	1	1	1	2	2	2	8	9	8	8
TCGA-HI-7170-01A	TCGA-HI-7170	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-HI-7171-01A	TCGA-HI-7171	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-J4-8198-01A	TCGA-J4-8198	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-J4-8200-01A	TCGA-J4-8200	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-J4-A67T-01A	TCGA-J4-A67T	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-J4-A6G1-01A	TCGA-J4-A6G1	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-J4-A6G3-01A	TCGA-J4-A6G3	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-J4-A83I-01A	TCGA-J4-A83I	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-J4-A83J-01A	TCGA-J4-A83J	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-J4-A83K-01A	TCGA-J4-A83K	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-J4-A83L-01A	TCGA-J4-A83L	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-J4-A83M-01A	TCGA-J4-A83M	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-J4-A83N-01A	TCGA-J4-A83N	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-J4-AATV-01A	TCGA-J4-AATV	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-J4-AATZ-01A	TCGA-J4-AATZ	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-J4-AAU2-01A	TCGA-J4-AAU2	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-J9-A52B-01A	TCGA-J9-A52B	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-J9-A52C-01A	TCGA-J9-A52C	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-J9-A52D-01A	TCGA-J9-A52D	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-J9-A52E-01A	TCGA-J9-A52E	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-J9-A8CK-01A	TCGA-J9-A8CK	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-J9-A8CL-01A	TCGA-J9-A8CL	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-J9-A8CM-01A	TCGA-J9-A8CM	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-J9-A8CN-01A	TCGA-J9-A8CN	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-J9-A8CP-01A	TCGA-J9-A8CP	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KC-A4BL-01A	TCGA-KC-A4BL	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KC-A4BN-01A	TCGA-KC-A4BN	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KC-A4BR-01A	TCGA-KC-A4BR	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KC-A4BV-01A	TCGA-KC-A4BV	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KC-A7F3-01A	TCGA-KC-A7F3	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KC-A7F5-01A	TCGA-KC-A7F5	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KC-A7F6-01A	TCGA-KC-A7F6	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KC-A7FA-01A	TCGA-KC-A7FA	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KC-A7FD-01A	TCGA-KC-A7FD	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KC-A7FE-01A	TCGA-KC-A7FE	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KK-A59V-01A	TCGA-KK-A59V	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KK-A59X-01A	TCGA-KK-A59X	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KK-A59Y-01A	TCGA-KK-A59Y	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KK-A59Z-01A	TCGA-KK-A59Z	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KK-A5A1-01A	TCGA-KK-A5A1	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KK-A6DY-01A	TCGA-KK-A6DY	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KK-A6E0-01A	TCGA-KK-A6E0	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KK-A6E1-01A	TCGA-KK-A6E1	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KK-A6E2-01A	TCGA-KK-A6E2	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KK-A6E5-01A	TCGA-KK-A6E5	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KK-A6E6-01A	TCGA-KK-A6E6	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KK-A7AP-01A	TCGA-KK-A7AP	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KK-A7AQ-01A	TCGA-KK-A7AQ	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KK-A7AU-01A	TCGA-KK-A7AU	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KK-A7AV-01A	TCGA-KK-A7AV	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KK-A7AW-01A	TCGA-KK-A7AW	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KK-A7AY-01A	TCGA-KK-A7AY	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KK-A7AZ-01A	TCGA-KK-A7AZ	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KK-A7B0-01A	TCGA-KK-A7B0	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KK-A7B1-01A	TCGA-KK-A7B1	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KK-A7B2-01A	TCGA-KK-A7B2	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KK-A7B3-01A	TCGA-KK-A7B3	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KK-A7B4-01A	TCGA-KK-A7B4	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KK-A8I4-01A	TCGA-KK-A8I4	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KK-A8I5-01A	TCGA-KK-A8I5	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KK-A8I6-01A	TCGA-KK-A8I6	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KK-A8I7-01A	TCGA-KK-A8I7	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KK-A8I8-01A	TCGA-KK-A8I8	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KK-A8I9-01A	TCGA-KK-A8I9	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KK-A8IA-01A	TCGA-KK-A8IA	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KK-A8IB-01A	TCGA-KK-A8IB	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KK-A8IC-01A	TCGA-KK-A8IC	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KK-A8ID-01A	TCGA-KK-A8ID	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KK-A8IF-01A	TCGA-KK-A8IF	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KK-A8IG-01A	TCGA-KK-A8IG	PRAD	TP	1	1	1	1	2	2	2	8	9	8	8
